error
23.3375
19.775
20.25625
19.5125
19.66875
19.475
19.61875
19.3625
18.28125
18.8125
17.39375
17.50625
16.96875
17.5375
16.00625
15.5
15.89375
15.525
14.56875
15.15
13.99375
13.85
13.1875
12.85
12.69375
12.48125
11.71875
11.94375
10.6375
10.68125
10.15625
8.7875
8.675
7.9375
7.64375
5.625
5.83125
4.0625
5.19375
2.74375
2.3375
4.21875
1.53125
1.5125
1.88125
1.175
1.0375
1.01875
0.35
0.5125
0.2375
0.99375
0.23125
0.04375
0.13125
0.30625
0.3375
0.05625
0.35625
0.00625
0.03125
0.25625
0.03125
0.01875
0.325
0.0375
0.00625
0.11875
0.3625
0.18125
0.025
0.0875
0.00625
0.00625
0.43125
0.0
0.00625
0.0
0.35625
0.00625
0.0
0.0
0.19375
0.025
0.00625
0.24375
0.025
0.0
0.0
0.00625
0.0
0.60625
0.03125
0.0
0.0
0.00625
0.0
0.0
0.49375
0.00625
