error
32.2125
28.3375
27.9375
27.80625
27.4125
28.79375
27.1125
27.3125
27.70625
27.38125
27.3
26.95
26.9875
26.99375
26.05625
26.01875
26.1125
25.16875
24.5375
25.60625
24.14375
24.14375
22.91875
24.8625
22.70625
22.225
22.5125
21.79375
21.99375
21.65625
21.2875
21.3125
19.45
20.99375
21.15
19.075
19.5625
19.4875
18.11875
20.36875
19.04375
18.39375
17.49375
17.025
17.7375
17.50625
17.46875
16.99375
17.78125
17.26875
13.88125
17.21875
15.675
16.48125
15.55625
16.04375
14.89375
14.81875
15.175
14.7375
14.0125
14.475
14.825
13.71875
14.00625
13.90625
14.025
13.3625
13.34375
12.40625
12.33125
12.20625
12.79375
13.49375
11.775
12.95625
10.8625
10.9875
13.01875
10.4625
11.125
12.2875
12.3
10.06875
11.73125
9.98125
9.075
11.28125
9.9625
9.7875
11.63125
10.9625
9.75
9.55
10.58125
11.575
10.01875
11.05
10.625
10.46875
