error
23.1
20.13125
19.71875
19.85
19.225
19.76875
18.73125
19.25
18.49375
19.0875
18.65625
17.88125
17.75625
17.2
16.7625
17.15625
15.1625
15.46875
14.6375
14.5875
13.8875
14.0625
13.725
13.29375
12.7
12.13125
12.16875
11.5875
11.25625
10.8625
11.24375
10.14375
9.96875
9.33125
9.7
8.8625
8.775
8.525
7.50625
7.60625
6.53125
5.98125
5.775
5.24375
4.6125
3.94375
5.50625
3.19375
3.4125
2.6875
2.38125
4.40625
3.14375
1.9
2.275
2.2875
1.14375
1.38125
2.90625
0.85625
1.0875
0.83125
0.98125
0.75625
0.6125
0.48125
0.6125
0.81875
0.4375
0.11875
0.65
0.0875
0.25
0.16875
0.2125
0.19375
0.025
0.20625
0.11875
0.63125
0.1125
0.0
0.025
0.075
0.11875
0.13125
0.0
0.1625
0.00625
0.1875
0.00625
0.18125
0.03125
0.0
0.1875
0.00625
0.0
0.16875
0.0
0.09375
