error
34.9125
32.23125
31.3875
31.11875
31.4375
31.7125
31.15
30.9375
31.56875
31.775
31.46875
31.10625
29.56875
27.01875
22.93125
17.675
12.4875
7.6875
4.69375
2.54375
2.80625
1.525
1.34375
2.04375
0.275
0.475
0.33125
0.775
0.0125
0.4
0.0
0.0
1.36875
0.025
0.0
0.0
0.0
0.8
0.0
0.0
0.0
0.4375
0.0
0.0
0.0
0.15
